English,Nagamese,,,,
during the high priesthood of Annas and Caiaphas—the word of God came to John son of Zechariah in the wilderness. 3,"Jitia Annas aru Caiaphas, moha purohit thakise, titia Isor Zechariah laga chokra jongol te thaka homoite, Isor laga kotha tai logote ahise. 3",,,,
"He went into all the region around the Jordan, preaching a baptism of repentance for the forgiveness of sins. 4","Aru tai Jordan laga sob jagate jaikena prochar korise, baptizma pora mon ghura bole aru paap pora maph pabole nimite. 4",,,,
"As it is written in the book of the words of Isaiah the prophet, ""A voice of one crying out in the wilderness, 'Make ready the way of the Lord, make his paths straight. 5","Aru Isaiah bhabobadi pora likha kotha kowa nisena, “Jongol pora ekta awaj mati ase, ‘Probhu nimite rasta taiyar koribi, aru Tai laga rasta to sidha koribi. 5",,,,
"Every valley will be filled, and every mountain and hill will be made low, and the crooked roads will be made straight, and the uneven places will be built into roads, 6","Sob bhoyam khan bhorta hoi jabo, Aru sob pahar khan ke niche anibo, Aru biya rasta khan sob sidha hoi jabo, Aru tan rasta khan norom hoi jabo, 6",,,,
"and all flesh will see the salvation of God.'"" 7",Aru sob manu jati Isor laga poritran dikhibo.’” 7,,,,
"So John said to the crowds who were coming out to be baptized by him, ""You offspring of vipers! Who warned you to run away from the wrath that is coming? 8","Aru titia John pora baptizma lobole aha manukhan ke koise, “Saph laga khandan khan! Ahi bole thaka khong pora polabole kun tumikhan ke polabole koise? 8",,,,
"Therefore, produce fruits that are worthy of repentance, and do not begin to say within yourselves, 'We have Abraham for our father,' for I tell you that God is able to raise up children for Abraham from these stones. 9","Itu karone, mon ghurai kena bhal phol ulabi, aru nijor logote koi nathakibi, ‘Moi khan logote baba Abraham ase,’ kilemane moi tumi khan ke koi ase, Isor to Abraham nimite itu pathorkhan pora bi bachakhan uthabole pare. 9",,,,
"Even now the ax is set against the root of the trees. So every tree that does not produce good fruit is chopped down and thrown into the fire."" 10","Hoilebi itu kuthar to taiyar ase, gash laga jor te laga bole nimite. Itu nimite, juntu gash to phol nadhure itu kati kena jui te julai dibo.” 10",,,,
"Then the crowds kept asking him, saying, ""What then are we to do?"" 11","Titia manu khan taike hudibole shuru hoise, “Titia hoile amikhan ki koribole laga?” 11",,,,
"He answered and said to them, ""If someone has two tunics, he should share it with a person who has none, and the one having food should do the same."" 12","Aru tai khan ke koise, “Jun logote duita kapra ase ekta kapra to dusra ke dibi jun logote nai, aru jun logote kha luwa ase itu bi eneka he koribi.” 12",,,,
"Tax collectors also came to be baptized, and they said to him, ""Teacher, what must we do?"" 13","Aru poisa utha manukhan bi baptizma lobole ahise, aru taikhan pora koise, “Hikhok, amikhan ki koribole lage?” 13",,,,
"He said to them, ""Do not collect more money than you have been ordered to collect."" 14","Titia taikhan ke koise, “Tumikhan ke kiman poisa uthabole nimite koise itu pora aru bisi nauthabi.” 14",,,,
"Some soldiers also asked him, saying, ""What about us? What must we do?"" He said to them, ""Do not take money from anyone by force, and do not accuse anyone falsely. Be content with your wages."" 15","Aru tate kunba sipahi thaka khan pora hudise, “Aru amikhan ki koribole lage?” Tai taikhan ke koise. “Tumi khan joborjosti pora kun logote bi poisa nolobi, aru misa pora manu ke naphasa bi, aru ki pai itu logote he khushi thakibi.” 15",,,,
"Now as the people were eagerly expecting the Christ to come, everyone was wondering in their hearts concerning John, whether he might be the Christ. 16",Etiya manukhan bisi rukhi thakise aru mon te John to Khrista hoi na nohoi itu asurit hoi kena bhabona kori thakise. 16,,,,
"John answered by saying to them all, ""As for me, I baptize you with water, but someone is coming who is more powerful than I, and I am not worthy even to untie the strap of his sandals. He will baptize you with the Holy Spirit and with fire. 17","John he sob ke koise, “Moi tumikhan ke pani pora baptizma dise, kintu moi pora bi dangor ekjon ahi ase, moi Tai laga juta laga rusi khuli bole bi layak nohoi. Tai he Pobitro Atma aru jui pora sob ke baptizma dibo. 17",,,,
"His winnowing fork is in his hand to thoroughly clear off his threshing floor and to gather the wheat into his storehouse. But he will burn up the chaff with fire that can never be put out."" 18",Tai laga katha Tai laga hath te ase. Itu pora ekdom sapha kori kena dhaan to dhaan ghor te joma koribo. Kintu chamra to jui thaka jui te phelabo.” 18,,,,
"With many other exhortations also, John was announcing the good news to the people. 19",Aru taikhan ke kisim kotha sob te mon dangor kori dise aru John eneka Isor kotha prochar koridise. 19,,,,
"When Herod the tetrarch had been reproved for marrying his brother's wife Herodias, and for all the other evil things that Herod had done, 20","Aru jitia John pora Herod raja ke tai laga bhai laga maiki Herodias logote golti kaam kora nimite kotha koise, aru tai ki biya kaam khan korise itu khan sob koi dise, 20",,,,
"he added this to them all, that he locked John up in prison. 21",Tai itu biya kaam khan logote aru itu bi milai dise: John ke bondhi ghor te rakhi dise. 21,,,,
"Now it came about, when all the people were baptized, Jesus also was baptized, and while he was praying, the heavens opened, 22","Itu homoi ahi jaise, jitia sob manu baptizma loise, Jisu bi baptizma korise, aru prathana kora homoi te sorgo khan khuli jaise. 22",,,,
"and the Holy Spirit in bodily form came down on him like a dove, and a voice came from heaven, ""You are my beloved Son. I am pleased with you."" 23","Aru Tai uporte kopu chiriya nisena Pobitro Atma ahise, aru sorgo ekta awaj kotha koise, “Tumi Moi laga Chokra ase, jun ke moi morom kore, Moi Tumi laga uporte bisi khushi ase.” 23",,,,
"When Jesus began his ministry, he was about thirty years of age. He was the son (as it was assumed) of Joseph, the son of Heli, 24","Itu homoi te Jisu tis-saal umor thakise jitia Isor kaam shuru korise. Tai Joseph laga chokra thakise, 24",,,,
"the son of Matthat, the son of Levi, the son of Melchi, the son of Jannai, the son of Joseph. 25","Matthat laga chokra, aru Levi laga chokra, Melchi laga chokra, aru Jannai laga chokra, aru Joseph laga chokra, 25",,,,
"Joseph was the son of Mattathias, the son of Amos, the son of Nahum, the son of Esli, the son of Naggai, 26","Mattathias laga chokra, Amos laga chokra, Nahum laga chokra, Esli laga chokra, aru Naggai laga chokra. 26",,,,
"the son of Maath, the son of Mattathias, the son of Semein, the son of Josech, the son of Joda. 27","Maath laga chokra, Mattathias laga chokra, Semein laga chokra, Josech laga chokra aru Joda laga chokra, 27",,,,
"Joda was the son of Joanan, the son of Rhesa, the son of Zerubbabel, the son of Salathiel, the son of Neri, 28","Joanan laga chokra, Rhesa laga chokra, Zerubbabel laga chokra, Salathiel laga chokra aru Neri laga chokra, 28",,,,
"the son of Melchi, the son of Addi, the son of Cosam, the son of Elmadam, the son of Er, 29","Melchi laga chokra, Addi laga chokra, Cosam laga chokra, Elmadam laga chokra aru Er laga chokra, 29",,,,
"the son of Joshua, the son of Eliezer, the son of Jorim, the son of Matthat, the son of Levi. 30","Joshua laga chokra, Eliezer laga chokra, Jorim laga chokra, Matthat laga chokra aru Levi laga chokra, 30",,,,
"Levi was the son of Simeon, the son of Judah, the son of Joseph, the son of Jonam, the son of Eliakim, 31","Simeon laga chokra, Judah laga chokra, Joseph laga chokra, Jonam laga chokra aru Eliakim laga chokra, 31",,,,
"the son of Melea, the son of Menna, the son of Mattatha, the son of Nathan, the son of David, 32","Melea laga chokra, Memna laga chokra, Mattatha laga chokra, Nathan laga chokra aru David laga chokra, 32",,,,
"the son of Jesse, the son of Obed, the son of Boaz, the son of Salmon, the son of Nahshon. 33","Jesse laga chokra, Obed laga chokra, Boaz laga chokra, Salmon laga chokra aru Nahshon laga chokra, 33",,,,
"Nahshon was the son of Amminadab, the son of Admin, the son of Arni, the son of Hezron, the son of Perez, the son of Judah, 34","Amminadab laga chokra, Admin laga chokra, Arni laga chokra, Hezron laga chokra, Perez laga chokra aru Judah laga chokra 34",,,,
"the son of Jacob, the son of Isaac, the son of Abraham, the son of Terah, the son of Nahor, 35","Jacob laga chokra, Isaac laga chokra. Abraham laga chokra, Terah laga chokra aru Nahor laga chokra, 35",,,,
"the son of Serug, the son of Reu, the son of Peleg, the son of Eber, the son of Shelah. 36","Serug laga chokra Reu laga chokra, Peleg laga chokra, Eber laga chokra aru Shelah laga chokra, 36",,,,
"Shelah was the son of Cainan, the son of Arphaxad, the son of Shem, the son of Noah, the son of Lamech, 37","Cainan laga chokra, Arphaxad laga chokra, Shem laga chokra, Noah laga chokra aru Lamech laga chokra, 37",,,,
"the son of Methuselah, the son of Enoch, the son of Jared, the son of Mahalaleel, the son of Cainan, 38","Methuselah laga chokra, Enoch laga chokra, Jared laga chokra, Mahalaleel laga chokra, aru Cainan laga chokra, 38",,,,
"the son of Enos, the son of Seth, the son of Adam, the son of God. 1","Enos laga chokra, Seth laga chokra, Adam laga chokra, Isor laga chokra. 1",,,,
"Then Jesus, being full of the Holy Spirit, returned from the Jordan River and was led by the Spirit in the wilderness, 2","Aru Jisu, Pobitro Atma pora bhorta koikena, Tai Jordan Nodi pora ghuri jaise, aru Atma pora taike jongol te loi jaise. 2",,,,
"where for forty days he was tempted by the devil. He ate nothing during those days, and at the end of that time he was hungry. 3","Tate Taike chalis din saitan pora porikha korise. Itu din khan te tai eku bi kha nai, aru porikha homoi khotom huwa pichete Tai bhuk lagise. 3",,,,
"The devil said to him, ""If you are the Son of God, command this stone to become bread."" 4","Saitan pora tai ke koise, “Tumi jodi Isor laga Chokra hoi, titia itu pathor ke roti hobole hukum dibi.” 4",,,,
"Jesus answered him, ""It is written, 'Man does not live on bread alone.'"" 5","Jisu tai ke koise, “Itu likha ase, manu ekta roti pora jinda nathakibo.” 5",,,,
Then the devil led Jesus up and showed him all the kingdoms of the world in an instant of time. 6,Titia saitan pora Jisu ke uporte loi jaise aru ek bar te he Jisu ke duniya laga rajyo dikhai dise. 6,,,,
"The devil said to him, ""I will give to you all this authority and all their glory, for they have been given to me, and I can give it to anyone I want. 7","Aru saitan pora taike koise, “Moi tumike itu sob adhikar aru mohima dibo, kilemane itu sob moi loi loise aru moi jun ke itcha kore, moi taike dibo pare. 7",,,,
"So then, if you will bow down and worship me, it will be yours."" 8","Jodi Tumi moi ke aradhana kore, itu sob Tumi laga hoija bo.” 8",,,,
"But Jesus answered and said to him, ""It is written, 'You will worship the Lord your God, and you will serve only him.'"" 9","Kintu Jisu taike koise, “Isor kotha te likha ase, tumi khali Isor ke aradhana koribi, aru Tai laga kaam he koribi.” 9",,,,
"Then the devil led Jesus to Jerusalem and put him on the very highest point of the temple building, and said to him, ""If you are the Son of God, throw yourself down from here. 10","Pichete saitan pora aru Jisu ke Jerusalem te loi jaise, aru mondir uporte tai ke loi jaise aru koise, “Jodi Tumi Isor laga Chokra hoi, yate pora niche giri jabi. 10",,,,
"For it is written, 'He will give orders to his angels regarding you, to protect you,' 11","Kile itu likha ase, tai sorgoduth ke hukum dibo, Tumi ke bachabo karone.’ 11",,,,
"and, 'They will lift you up in their hands, so that you will not strike your foot against a stone.'"" 12","Aru, taikhan Tumi laga hath pora uthai lobo, itu pora Tumi laga theng to pathor te nagiribo.’” 12",,,,
"Answering him, Jesus said, ""It is said, 'Do not put the Lord your God to the test.'"" 13","Jisu taike koise, “Itu likha ase, ‘Tumi Isor ke porikha nakoribi.’” 13",,,,
"When the devil had finished tempting Jesus, he went away and left him until another time. 14","Jitia saitan laga sob porikha khan khotom hoise, itu pichete saitan jai jaise, aru Tai ke gira bole bhal homoi rukhi thakise. 14",,,,
"Then Jesus returned to Galilee in the power of the Spirit, and news about him spread throughout the entire surrounding region. 15","Pichete, Jisu Galilee te wapas Pobitro Atma laga hokti loikena ahise, aru sob jagate Tai laga khobor huni loise. 15",,,,
Then he began to teach in their synagogues and he was praised by all. 16,"Tai mondoli khan te Isor laga kotha sikhabole shuru korise, aru manukhan pora tai sikhai diya kotha khan huni kena bisi bhal paise. 16",,,,
